Experiment,Final Loss,Final IoU,Final F1,Final Precision,Final Recall,Total Epochs,Best Epoch
20250723-173339-default,0.032858049497008324,0.004161531179702749,0.00805489353791522,1.0,0.004166668820685615,3,
